accession	product_length	mismatch_forward	mismatch_reverse	forward_start	forward_stop	reverse_start	reverse_stop	product_start	product_stop	taxId	subspecies	superkingdom	phylum	class	order	family	genus	species	amplicon
CP073535.2	554	0	0	283488	283509	284041	284020	283488	284041	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073535.2	554	0	0	235043	235064	235596	235575	235043	235596	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073533.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073533.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073532.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073532.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073575.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073575.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073531.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073531.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073503.2	554	0	0	283488	283509	284041	284020	283488	284041	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073503.2	554	0	0	235043	235064	235596	235575	235043	235596	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073502.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073502.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073501.2	554	0	0	283487	283508	284040	284019	283487	284040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073501.2	554	0	0	235042	235063	235595	235574	235042	235595	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073500.2	554	0	0	283488	283509	284041	284020	283488	284041	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073500.2	554	0	0	235043	235064	235596	235575	235043	235596	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073499.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073499.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073498.2	554	0	0	283487	283508	284040	284019	283487	284040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073498.2	554	0	0	235042	235063	235595	235574	235042	235595	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073497.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073497.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073496.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073496.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073495.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073495.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073494.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073494.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073493.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073493.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073492.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073492.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073491.2	554	0	0	283557	283578	284110	284089	283557	284110	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073491.2	554	0	0	235112	235133	235665	235644	235112	235665	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073490.2	554	0	0	283480	283501	284033	284012	283480	284033	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073490.2	554	0	0	235035	235056	235588	235567	235035	235588	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073489.2	554	0	0	283480	283501	284033	284012	283480	284033	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073489.2	554	0	0	235035	235056	235588	235567	235035	235588	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073488.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073488.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073486.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073486.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073482.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073482.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073481.2	554	0	0	283481	283502	284034	284013	283481	284034	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073481.2	554	0	0	235036	235057	235589	235568	235036	235589	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073480.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073480.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073479.2	554	0	0	283480	283501	284033	284012	283480	284033	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073479.2	554	0	0	235035	235056	235588	235567	235035	235588	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073477.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073477.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073476.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073476.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073474.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073474.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073473.2	554	0	0	283479	283500	284032	284011	283479	284032	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073473.2	554	0	0	235034	235055	235587	235566	235034	235587	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073472.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073472.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073471.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073471.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073470.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073470.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073469.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073469.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073468.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073468.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073467.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073467.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073465.2	554	0	0	283563	283584	284116	284095	283563	284116	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073465.2	554	0	0	235118	235139	235671	235650	235118	235671	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073463.2	554	0	0	283561	283582	284114	284093	283561	284114	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073463.2	554	0	0	235116	235137	235669	235648	235116	235669	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073458.2	554	0	0	283509	283530	284062	284041	283509	284062	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073458.2	554	0	0	235064	235085	235617	235596	235064	235617	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073457.2	554	0	0	283472	283493	284025	284004	283472	284025	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073457.2	554	0	0	235027	235048	235580	235559	235027	235580	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073455.2	554	0	0	283508	283529	284061	284040	283508	284061	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073455.2	554	0	0	235063	235084	235616	235595	235063	235616	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073454.2	554	0	0	283567	283588	284120	284099	283567	284120	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073454.2	554	0	0	235122	235143	235675	235654	235122	235675	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073453.2	554	0	0	283563	283584	284116	284095	283563	284116	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073453.2	554	0	0	235118	235139	235671	235650	235118	235671	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073452.2	554	0	0	283568	283589	284121	284100	283568	284121	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073452.2	554	0	0	235123	235144	235676	235655	235123	235676	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073451.2	554	0	0	283569	283590	284122	284101	283569	284122	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073451.2	554	0	0	235124	235145	235677	235656	235124	235677	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073450.2	554	0	0	283500	283521	284053	284032	283500	284053	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073450.2	554	0	0	235055	235076	235608	235587	235055	235608	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073449.2	554	0	0	283570	283591	284123	284102	283570	284123	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073449.2	554	0	0	235125	235146	235678	235657	235125	235678	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073443.2	554	0	0	283565	283586	284118	284097	283565	284118	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073443.2	554	0	0	235120	235141	235673	235652	235120	235673	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073442.2	554	0	0	283567	283588	284120	284099	283567	284120	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073442.2	554	0	0	235122	235143	235675	235654	235122	235675	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073440.2	554	0	0	283504	283525	284057	284036	283504	284057	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073440.2	554	0	0	235059	235080	235612	235591	235059	235612	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073438.2	554	0	0	283508	283529	284061	284040	283508	284061	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073438.2	554	0	0	235063	235084	235616	235595	235063	235616	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073437.2	554	0	0	283507	283528	284060	284039	283507	284060	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073437.2	554	0	0	235062	235083	235615	235594	235062	235615	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073436.2	554	0	0	283505	283526	284058	284037	283505	284058	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073436.2	554	0	0	235060	235081	235613	235592	235060	235613	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073435.2	554	0	0	283507	283528	284060	284039	283507	284060	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073435.2	554	0	0	235062	235083	235615	235594	235062	235615	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073434.2	554	0	0	283505	283526	284058	284037	283505	284058	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073434.2	554	0	0	235060	235081	235613	235592	235060	235613	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073433.2	554	0	0	283557	283578	284110	284089	283557	284110	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073433.2	554	0	0	235112	235133	235665	235644	235112	235665	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
